699,1747,6,14,1385,2017-7-19,1
700,1705,8,2,691,2017-2-6,1
701,652,16,13,1483,2017-6-24,0
702,1610,9,12,1460,2017-6-25,1
703,1823,21,18,882,2017-2-27,1
704,1438,7,14,651,2017-12-14,1
705,1081,17,1,1626,2017-4-27,0
706,447,23,16,184,2017-3-11,0
707,1850,7,11,721,2017-1-3,0
708,943,5,6,1304,2017-4-23,0
709,121,18,3,1593,2017-11-10,1
710,1203,6,14,1245,2017-2-11,0
711,82,3,20,1778,2017-3-24,1
712,1970,23,4,1671,2017-8-22,0
713,146,2,12,205,2017-3-27,0
714,1395,9,5,729,2017-9-7,1
715,1917,18,6,1121,2017-2-9,1
716,754,11,12,563,2017-2-14,1
717,619,2,9,863,2017-6-28,1
718,1772,22,2,871,2017-9-18,1
719,101,11,19,833,2017-7-21,0
720,1117,5,7,1263,2017-12-7,0
721,1778,21,6,1137,2017-4-6,0
722,394,8,13,472,2017-4-8,0
723,1215,16,12,1494,2017-4-20,0
724,1498,19,15,397,2017-4-16,1
725,861,12,19,421,2017-9-13,0
726,1223,19,19,1388,2017-8-10,0
727,378,7,10,213,2017-8-17,1
728,905,14,3,456,2017-7-6,1
729,1149,3,18,1921,2017-4-8,0
730,353,2,18,532,2017-7-3,0
731,1383,20,5,357,2017-7-10,0
732,208,12,17,1352,2017-4-26,1
733,733,15,18,425,2017-10-7,0
734,1294,1,7,1628,2017-2-11,0
735,945,2,6,771,2017-6-5,0
736,1746,20,20,1385,2017-11-8,0
737,949,5,8,957,2017-5-19,1
738,436,2,2,175,2017-3-13,0
739,1050,4,2,1264,2017-8-23,0
740,1522,17,1,700,2017-7-25,0
741,1350,21,12,1247,2017-9-15,1
742,1102,15,5,133,2017-10-1,1
743,1127,10,7,937,2017-11-11,0
744,1953,20,13,1381,2017-10-11,1
745,1959,11,18,896,2017-9-24,0
746,1163,19,1,1049,2017-8-25,0
747,306,5,13,212,2017-8-14,0
748,871,20,6,1412,2017-11-13,0
749,306,11,11,633,2017-6-21,0
750,1778,8,20,616,2017-2-14,0
751,1479,19,5,126,2017-5-3,0
752,921,14,7,1699,2017-10-10,0
753,750,9,8,739,2017-5-20,0
754,1959,5,6,908,2017-8-6,0
755,113,21,18,1194,2017-9-3,0
756,355,15,12,1323,2017-10-4,1
757,1496,5,17,1877,2017-11-13,1
758,1810,8,2,1976,2017-7-12,0
759,192,10,18,919,2017-12-11,1
760,1973,4,20,1036,2017-10-23,1
761,1588,23,5,1687,2017-10-27,0
762,1298,3,16,705,2017-5-8,0
763,742,19,16,285,2017-5-10,1
764,1270,3,8,1220,2017-6-9,1
765,1940,4,16,1527,2017-2-23,1
766,1354,11,2,287,2017-10-19,0
767,1626,2,19,1900,2017-11-2,1
768,376,20,20,2000,2017-2-16,0
769,1465,15,15,1307,2017-3-5,1
770,602,9,11,1285,2017-9-3,1
771,625,7,16,1497,2017-11-24,1
772,1014,12,1,1709,2017-1-3,0
773,1418,18,10,1363,2017-6-26,1
774,1393,13,20,1449,2017-12-23,1
775,466,8,3,1416,2017-8-9,0
776,676,12,4,1721,2017-2-12,0
777,826,10,13,1769,2017-11-17,1
778,459,17,14,1978,2017-10-19,1
779,1509,15,17,470,2017-1-13,0
780,11,12,3,721,2017-8-21,0
781,1739,11,15,546,2017-7-12,0
782,1558,12,8,1113,2017-12-6,1
783,1794,21,13,1223,2017-4-1,0
784,1796,10,5,1317,2017-6-28,0
785,1613,13,4,429,2017-12-3,1
786,1355,12,14,1614,2017-11-13,1
787,1407,11,20,1223,2017-1-1,1
788,1244,5,19,1586,2017-10-26,1
789,671,14,7,1496,2017-4-26,0
790,546,13,7,666,2017-10-28,0
791,1834,13,7,1007,2017-7-14,1
792,1919,16,1,930,2017-12-27,0
793,367,4,7,1676,2017-2-27,1
794,1665,18,14,1149,2017-5-1,1
795,683,12,3,1740,2017-8-24,0
796,1823,1,12,1165,2017-12-14,0
797,1006,9,18,494,2017-1-21,1
798,255,10,16,1773,2017-10-17,0
799,188,23,2,935,2017-9-8,0
800,1660,13,10,290,2017-2-17,0
801,1661,2,4,600,2017-7-15,1
802,110,16,4,804,2017-1-26,0
803,1211,3,20,1060,2017-11-9,0
804,1434,4,2,386,2017-11-22,1
805,1028,5,18,936,2017-1-16,1
806,863,2,20,325,2017-8-11,0
807,681,13,17,1860,2017-1-1,0
808,777,17,3,791,2017-7-2,0
809,1870,15,3,1534,2017-12-10,0
810,670,17,20,427,2017-11-21,1
811,1714,19,16,1890,2017-5-13,1
812,1106,15,1,1158,2017-5-7,1
813,879,17,8,363,2017-10-8,1
814,541,6,15,1593,2017-12-7,0
815,290,2,14,1478,2017-5-14,1
816,728,1,5,1566,2017-2-17,1
817,10,12,15,1558,2017-1-26,1
818,675,6,13,1264,2017-6-28,1
819,1912,2,8,902,2017-4-4,1
820,731,7,18,727,2017-4-25,1
821,1954,19,6,1088,2017-10-20,1
822,1495,1,2,1288,2017-4-26,0
823,452,23,13,1426,2017-7-2,0
824,1862,6,19,696,2017-10-9,1
825,24,13,14,529,2017-3-22,1
826,1087,4,12,542,2017-3-24,1
827,1022,10,7,238,2017-6-26,1
828,96,1,14,1619,2017-10-2,1
829,471,2,10,1488,2017-6-13,1
830,353,18,5,1318,2017-8-9,1
831,181,1,15,981,2017-5-11,0
832,1004,18,10,1993,2017-5-9,0
833,517,18,2,277,2017-4-23,1
834,1033,17,13,963,2017-1-2,0
835,939,22,9,1284,2017-5-24,0
836,208,8,3,489,2017-5-24,0
837,624,16,2,773,2017-11-2,1
838,207,21,7,1117,2017-7-2,1
839,1762,15,2,582,2017-8-7,0
840,1487,22,20,665,2017-7-28,1
841,289,22,12,1156,2017-9-19,1
842,1954,22,13,1728,2017-5-25,1
843,359,10,16,765,2017-8-16,1
844,845,21,12,1431,2017-8-8,1
845,445,8,15,1218,2017-12-8,0
846,1752,7,5,1719,2017-5-8,0
847,1795,11,4,1879,2017-7-26,1
848,222,16,19,1156,2017-5-8,1
849,1717,5,17,694,2017-9-17,0
850,123,21,20,1571,2017-12-20,0
851,1044,9,12,1015,2017-3-18,1
852,115,22,4,1184,2017-11-6,1
853,591,9,1,1113,2017-3-25,1
854,1417,9,5,1534,2017-12-21,0
855,689,20,8,525,2017-11-23,1
856,467,22,10,1721,2017-4-23,1
857,1311,10,19,1780,2017-9-28,1
858,1912,9,19,1761,2017-7-6,1
859,1320,15,9,605,2017-8-11,0
860,288,22,7,1551,2017-2-22,0
861,1243,9,6,1970,2017-4-4,0
862,1200,3,3,908,2017-1-2,0
863,1856,8,10,1557,2017-1-15,1
864,313,5,7,1509,2017-9-10,1
865,251,1,2,706,2017-11-17,0
866,1569,17,8,1396,2017-6-12,0
867,1322,11,17,1358,2017-12-16,1
868,1612,3,18,637,2017-9-12,1
869,386,3,7,1741,2017-4-2,1
870,1627,16,18,606,2017-3-28,0
871,1561,2,17,1413,2017-10-26,0
872,70,21,14,1065,2017-8-16,0
873,180,3,17,282,2017-12-23,1
874,1881,16,3,330,2017-1-24,0
875,1015,3,14,1145,2017-10-20,0
876,1498,7,10,1695,2017-4-2,0
877,1311,1,14,662,2017-7-11,1
878,368,17,7,752,2017-9-21,0
879,839,3,20,683,2017-3-3,1
880,732,9,19,741,2017-1-9,0
881,640,22,14,123,2017-11-3,0
882,1434,15,4,1540,2017-6-18,0
883,1276,23,3,551,2017-3-18,1
884,1290,22,7,1630,2017-1-24,1
885,889,13,6,376,2017-11-14,1
886,1844,17,4,1346,2017-9-12,1
887,1103,20,19,416,2017-12-28,0
888,816,18,6,1361,2017-6-2,1
889,855,22,19,776,2017-11-9,1
890,1493,4,20,361,2017-3-24,0
891,409,4,14,1151,2017-1-24,1
892,788,16,3,1394,2017-8-13,0
893,1663,11,20,1865,2017-12-27,0
894,717,2,14,1745,2017-5-16,0
895,780,2,5,155,2017-12-6,1
896,188,13,13,1494,2017-4-5,0
897,1714,7,15,285,2017-4-9,0
898,1451,1,11,766,2017-2-10,1
899,180,20,14,891,2017-1-2,0
900,1221,10,15,1843,2017-12-22,1
901,1159,12,16,490,2017-2-7,0
902,1034,10,17,190,2017-4-12,1
903,711,11,7,1859,2017-2-23,1
904,86,14,6,238,2017-7-7,1
905,1186,19,3,1029,2017-5-25,1
906,697,9,9,282,2017-1-6,1
907,1208,3,17,1232,2017-12-17,0
908,447,11,16,1279,2017-10-16,0
909,468,2,12,400,2017-3-2,0
910,84,16,4,1935,2017-2-11,0
911,1161,22,7,1264,2017-2-26,1
912,746,4,2,1196,2017-6-13,1
913,1424,1,11,1187,2017-3-26,1
914,258,8,19,779,2017-7-18,1
915,1052,14,20,390,2017-12-28,0
916,417,1,13,849,2017-12-1,0
917,619,1,14,873,2017-1-25,0
918,41,9,16,1320,2017-11-11,1
919,1276,19,19,133,2017-10-4,0
920,755,14,15,1003,2017-8-9,0
921,622,23,13,1663,2017-2-14,0
922,417,10,17,1422,2017-10-16,1
923,1028,23,14,996,2017-12-20,1
924,1723,19,8,939,2017-8-26,0
925,1718,19,19,1010,2017-11-19,1
926,1086,18,8,418,2017-9-23,0
927,1154,10,14,1973,2017-7-27,1
928,26,1,15,536,2017-8-18,1
929,366,15,2,1192,2017-2-5,0
930,1499,4,15,1416,2017-1-14,1
931,1027,9,16,1063,2017-3-17,0
932,532,11,19,1467,2017-11-18,1
933,1594,10,5,678,2017-12-21,0
934,879,2,10,553,2017-10-9,0
935,1629,17,7,1210,2017-4-18,0
936,128,9,11,1310,2017-10-1,1
937,1099,9,12,627,2017-1-24,0
938,230,20,13,1554,2017-3-4,1
939,564,8,9,564,2017-12-1,0
940,219,23,9,1915,2017-11-7,1
941,233,1,12,677,2017-5-6,1
942,61,19,5,878,2017-10-26,0
943,464,22,12,1301,2017-12-27,0
944,730,2,4,1113,2017-8-4,0
945,1752,15,7,1131,2017-7-16,0
946,229,16,17,957,2017-6-13,0
947,251,7,1,1917,2017-10-12,1
948,1585,22,3,878,2017-8-26,0
949,1044,5,14,1365,2017-1-20,1
950,471,8,11,352,2017-3-28,1
951,1821,17,10,812,2017-5-7,1
952,361,8,5,813,2017-1-15,0
953,399,19,16,1339,2017-11-4,0
954,1251,17,11,991,2017-4-9,1
955,1730,15,18,1703,2017-9-24,0
956,461,4,7,1110,2017-4-5,0
957,1130,11,17,1460,2017-9-21,1
958,22,14,11,1374,2017-9-10,1
959,323,13,3,1213,2017-3-24,1
960,1196,3,14,730,2017-2-24,0
961,313,17,11,1569,2017-11-13,0
962,79,6,8,978,2017-3-22,1
963,672,7,13,684,2017-12-25,1
964,1308,11,2,367,2017-3-2,1
965,1868,10,14,742,2017-12-7,1
966,855,11,17,1526,2017-8-25,0
967,1909,20,17,558,2017-8-8,0
968,870,12,6,1552,2017-3-16,0
969,1069,13,12,129,2017-2-9,1
970,1940,7,10,1290,2017-8-19,0
971,1104,13,11,1082,2017-10-2,0
972,562,7,14,1451,2017-8-26,0
973,1583,11,19,936,2017-6-23,0
974,1683,7,15,709,2017-8-13,1
975,1801,3,12,442,2017-5-19,1
976,1447,14,7,942,2017-12-13,1
977,1032,20,7,1045,2017-7-12,0
978,1847,2,8,629,2017-4-27,1
979,22,22,11,1727,2017-12-1,0
980,1730,8,20,123,2017-8-26,0
981,1491,8,4,354,2017-9-28,0
982,1062,17,17,1829,2017-1-24,1
983,3,8,6,1600,2017-3-2,1
984,1292,3,18,1874,2017-1-12,0
985,1846,17,6,1026,2017-9-28,1
986,193,13,17,667,2017-12-26,0
987,208,7,5,1456,2017-6-23,0
988,32,15,4,1897,2017-9-22,1
989,815,6,17,610,2017-6-24,0
990,409,9,6,968,2017-4-17,1
991,961,5,2,1062,2017-8-16,1
992,690,16,10,1752,2017-5-4,1
993,174,5,9,707,2017-11-27,0
994,419,16,15,1234,2017-9-27,0
995,485,19,17,1967,2017-1-3,0
996,852,15,15,1951,2017-8-8,0
997,738,13,12,1267,2017-12-23,1
998,389,7,12,1710,2017-11-14,1
999,1534,5,3,1992,2017-7-24,0
1000,11,16,2,927,2017-4-2,1
1001,184,21,8,1230,2017-10-22,0
1002,1368,2,16,1813,2017-3-14,0
1003,1826,6,11,631,2017-11-13,1
1004,774,2,2,1330,2017-3-16,0
1005,1879,16,5,281,2017-2-10,1
1006,1629,17,19,1170,2017-2-22,0
1007,111,23,15,427,2017-7-26,0
1008,707,18,13,1529,2017-6-4,1
1009,614,19,16,116,2017-1-21,0
1010,1891,12,19,596,2017-4-9,0
1011,368,17,15,689,2017-9-28,0
1012,251,10,4,1283,2017-5-18,0
1013,1707,17,5,1637,2017-6-28,1
1014,758,14,19,944,2017-5-21,0
1015,88,15,3,146,2017-5-9,0
1016,1735,18,17,1240,2017-8-15,0
1017,980,1,14,1480,2017-6-8,0
1018,1662,1,5,1744,2017-3-2,0
1019,920,17,11,1337,2017-2-16,0
1020,1376,4,2,394,2017-6-28,1
1021,121,5,7,1074,2017-1-28,1
1022,1103,1,17,1856,2017-10-2,0
1023,456,23,8,322,2017-6-4,1
1024,1746,22,13,1303,2017-4-4,1
1025,1604,15,16,1019,2017-2-13,0
1026,538,20,1,807,2017-12-23,0
1027,1761,18,15,1384,2017-6-2,1
1028,1220,21,4,583,2017-9-8,1
1029,112,10,9,1650,2017-9-26,1
1030,1811,2,18,1490,2017-3-1,1
1031,1172,22,10,1973,2017-6-18,1
1032,1322,6,17,1431,2017-6-15,1
1033,862,1,16,695,2017-6-5,0
1034,1705,12,20,1734,2017-9-7,0
1035,145,16,18,1737,2017-10-24,1
1036,1685,4,3,564,2017-8-13,1
1037,1822,22,19,1244,2017-12-26,0
1038,142,14,18,1266,2017-6-8,0
1039,807,15,9,1067,2017-12-12,0
1040,752,12,19,1041,2017-3-21,1
1041,1443,4,15,594,2017-4-17,0
1042,1460,23,10,526,2017-11-16,1
1043,321,13,15,966,2017-11-6,1
1044,1084,23,6,1710,2017-10-22,1
1045,1000,4,13,1379,2017-4-10,1
1046,467,8,4,235,2017-8-8,1
1047,902,10,15,442,2017-11-27,1
1048,1890,22,16,311,2017-12-21,0
1049,490,6,19,788,2017-8-12,1
1050,481,6,4,1668,2017-12-23,0
1051,1938,23,1,535,2017-2-15,0
1052,310,4,10,1828,2017-5-19,0
1053,1824,9,5,1613,2017-7-3,0
1054,586,7,4,1774,2017-12-2,1
1055,279,20,5,935,2017-2-14,0
1056,253,16,15,1227,2017-11-11,0
1057,557,19,16,1788,2017-11-26,0
1058,788,7,8,556,2017-8-16,1
1059,889,20,3,1935,2017-3-18,1
1060,1591,5,8,109,2017-2-15,0
1061,737,7,9,425,2017-4-1,1
1062,1150,15,3,1851,2017-6-10,0
1063,1065,7,13,1133,2017-5-17,0
1064,1084,4,4,1217,2017-10-20,1
1065,389,13,8,909,2017-6-26,1
1066,1247,13,7,455,2017-5-13,0
1067,64,17,14,1819,2017-8-1,0
1068,78,2,16,601,2017-5-11,1
1069,1102,14,9,698,2017-1-2,0
1070,409,8,9,1777,2017-12-4,1
1071,1778,23,18,1749,2017-2-14,1
1072,687,9,17,990,2017-2-16,0
1073,627,15,9,739,2017-3-13,1
1074,292,12,18,1159,2017-8-23,0
1075,1180,2,8,1176,2017-2-8,1
1076,1754,22,4,1684,2017-11-24,0
1077,32,11,1,633,2017-11-13,0
1078,785,1,6,1961,2017-6-1,1
1079,842,5,6,1770,2017-1-19,0
1080,118,10,18,1124,2017-2-24,0
1081,446,16,20,1771,2017-2-12,0
1082,27,2,5,556,2017-11-6,0
1083,980,3,3,1148,2017-7-27,0
1084,783,3,8,1555,2017-7-27,1
1085,396,9,4,904,2017-12-12,0
1086,273,13,19,778,2017-3-16,0
1087,1086,16,19,923,2017-3-2,0
1088,1196,10,7,666,2017-3-3,1
1089,997,22,14,224,2017-4-23,0
1090,1359,8,18,1195,2017-2-4,1
1091,551,1,7,1915,2017-4-16,0
1092,578,17,19,1675,2017-12-22,0
1093,1545,7,6,188,2017-5-18,0
1094,1186,5,4,1285,2017-4-20,1
1095,520,2,18,1704,2017-4-4,1
1096,579,2,17,1822,2017-9-3,1
1097,1639,15,18,1173,2017-8-17,1
1098,1930,10,5,1510,2017-12-15,0
1099,1399,7,18,1869,2017-2-10,1
1100,415,9,19,151,2017-6-9,0
1101,924,20,12,176,2017-10-7,0
1102,1340,9,9,178,2017-10-10,1
1103,494,22,9,141,2017-7-19,1
1104,1764,7,8,218,2017-3-2,0
1105,608,3,19,1756,2017-6-17,0
1106,1523,3,2,996,2017-5-14,0
1107,1130,16,6,1585,2017-12-23,0
1108,1723,13,2,556,2017-11-3,1
1109,548,22,20,1796,2017-1-4,1
1110,885,22,16,1166,2017-9-27,1
1111,1975,14,19,1915,2017-5-8,0
1112,74,22,15,364,2017-6-22,1
1113,1254,14,6,1307,2017-2-8,0
1114,928,21,13,1916,2017-12-16,1
1115,588,17,7,792,2017-7-28,0
1116,230,15,17,1808,2017-12-24,0
1117,1476,21,1,1096,2017-7-6,0
1118,1460,9,16,292,2017-5-20,1
1119,44,23,15,1266,2017-12-22,1
1120,940,19,10,1759,2017-9-7,0
1121,478,1,9,362,2017-4-27,0
1122,1521,15,9,402,2017-9-26,0
1123,1506,1,9,1066,2017-11-20,1
1124,1337,8,19,378,2017-8-12,1
1125,1296,3,14,1759,2017-10-28,0
1126,194,14,11,1832,2017-12-17,1
1127,1312,23,20,1763,2017-6-5,0
1128,71,23,6,1631,2017-5-20,1
1129,539,12,3,295,2017-4-18,0
1130,1967,14,6,1225,2017-11-9,1
1131,1909,18,9,1743,2017-2-2,0
1132,539,11,14,1781,2017-3-21,0
1133,310,5,12,1774,2017-7-7,1
1134,40,14,3,1223,2017-6-5,0
1135,1906,4,11,1851,2017-5-22,1
1136,1523,4,11,168,2017-10-10,1
1137,14,6,11,1966,2017-5-13,1
1138,1312,7,15,1604,2017-6-10,0
1139,1328,15,10,514,2017-6-21,0
1140,598,10,4,179,2017-8-5,1
1141,314,1,20,1184,2017-11-1,1
1142,1277,21,14,1440,2017-10-14,0
1143,1499,2,8,843,2017-4-3,1
1144,1446,22,1,167,2017-1-15,0
1145,749,23,18,916,2017-6-12,1
1146,1421,14,4,1419,2017-1-10,0
1147,725,22,9,1561,2017-1-27,0
1148,875,3,3,167,2017-8-16,0
1149,713,7,1,702,2017-3-8,0
1150,1895,11,1,849,2017-4-14,0
1151,738,17,1,761,2017-3-12,1
1152,1280,17,6,800,2017-9-17,0
1153,527,3,12,1852,2017-6-23,0
1154,1193,13,20,1498,2017-8-17,1
1155,723,5,17,1129,2017-8-24,0
1156,1848,14,17,1494,2017-11-20,0
1157,800,2,12,493,2017-11-12,1
1158,553,17,17,1266,2017-5-16,1
1159,1573,1,2,1841,2017-4-2,0
1160,520,8,20,1850,2017-12-1,0
1161,1321,1,16,1117,2017-8-13,1
1162,634,13,13,1973,2017-10-9,1
1163,724,12,4,949,2017-7-17,0
1164,1804,12,10,1393,2017-9-24,0
1165,142,13,4,1665,2017-1-8,1
1166,1301,12,16,1952,2017-12-27,1
1167,678,17,16,642,2017-10-18,0
1168,917,13,2,1825,2017-9-6,1
1169,1590,10,16,1924,2017-2-3,1
1170,15,3,11,714,2017-7-26,0
1171,297,7,2,262,2017-9-9,0
1172,425,22,9,1927,2017-1-7,1
1173,831,3,6,1784,2017-12-13,0
1174,1751,19,18,1984,2017-7-1,0
1175,991,9,17,1200,2017-10-22,1
1176,480,15,1,993,2017-12-3,1
1177,371,14,9,1261,2017-2-16,1
1178,1243,17,3,352,2017-9-7,0
1179,1944,11,9,638,2017-1-3,0
1180,1509,19,9,1060,2017-10-10,1
1181,199,2,9,1463,2017-4-28,1
1182,881,19,3,1977,2017-7-19,0
1183,587,20,20,978,2017-12-11,1
1184,1552,3,14,1226,2017-3-1,1
1185,1346,18,19,1726,2017-7-8,1
1186,938,6,13,1079,2017-3-6,1
1187,1931,16,16,756,2017-10-9,0
1188,751,15,4,533,2017-6-7,0
1189,1204,21,7,613,2017-2-14,0
1190,1429,14,11,306,2017-11-17,1
1191,1504,13,3,846,2017-3-24,0
1192,32,10,16,1962,2017-3-22,0
1193,656,12,18,1205,2017-6-9,0
1194,150,8,20,1599,2017-8-9,1
1195,1067,14,13,302,2017-2-26,1
1196,1540,2,5,1880,2017-7-3,1
1197,1609,9,6,1235,2017-1-26,0
1198,959,18,2,1565,2017-12-16,0
1199,1296,20,14,1782,2017-4-1,0
1200,1394,10,16,174,2017-10-14,0
1201,1146,18,3,591,2017-12-2,1
1202,827,20,19,767,2017-8-8,0
1203,1787,12,15,1573,2017-1-17,0
1204,476,15,17,146,2017-2-28,0
1205,1117,19,14,1637,2017-10-10,0
1206,1295,2,10,213,2017-4-1,1
1207,374,13,13,1872,2017-7-16,0
1208,533,20,9,551,2017-7-14,1
1209,442,8,11,105,2017-5-13,1
1210,1253,22,17,432,2017-1-19,1
1211,933,20,18,1857,2017-10-2,0
1212,1826,11,8,1933,2017-9-10,1
1213,1479,3,9,269,2017-12-11,1
1214,312,1,11,1459,2017-8-10,1
1215,1245,11,3,1101,2017-4-11,1
1216,638,8,15,926,2017-10-1,1
1217,553,14,9,143,2017-5-11,0
1218,1343,12,14,648,2017-8-12,0
1219,1671,23,6,117,2017-12-20,1
1220,1430,16,17,800,2017-11-4,0
1221,283,2,19,1105,2017-2-27,0
1222,1147,6,16,1139,2017-7-23,1
1223,1692,3,3,1080,2017-1-16,0
1224,1665,2,2,1198,2017-4-12,1
1225,289,4,12,755,2017-7-15,0
1226,1380,9,5,734,2017-8-4,0
1227,1372,10,13,1674,2017-4-23,0
1228,1373,5,2,1174,2017-1-15,0
1229,757,14,6,880,2017-2-11,0
1230,479,2,17,909,2017-3-24,0
1231,1944,21,14,546,2017-10-8,1
1232,1165,11,16,1927,2017-6-22,1
1233,1796,8,17,1105,2017-9-15,0
1234,18,16,3,367,2017-4-18,0
1235,713,14,2,548,2017-8-7,1
1236,1871,14,16,1583,2017-12-12,1
1237,1633,12,18,1109,2017-5-23,1
1238,78,12,16,453,2017-11-16,1
1239,1722,20,9,1654,2017-4-9,1
1240,1791,4,8,1381,2017-10-13,1
1241,964,22,20,1492,2017-11-16,1
1242,1588,5,11,1126,2017-12-28,1
1243,501,14,6,1817,2017-10-20,0
1244,591,6,11,259,2017-4-22,0
1245,1167,19,7,1561,2017-1-20,1
1246,349,3,7,370,2017-3-2,0
1247,1531,14,18,1792,2017-12-4,0
1248,237,13,9,184,2017-11-26,0
1249,421,11,8,1354,2017-12-26,1
1250,1366,5,4,1241,2017-7-17,0
1251,1966,18,2,1817,2017-12-26,0
1252,1820,23,5,1079,2017-3-7,0
1253,1340,6,18,551,2017-10-24,0
1254,429,10,20,1009,2017-11-25,0
1255,911,11,18,589,2017-2-16,0
1256,907,14,4,344,2017-11-24,0
1257,339,4,4,520,2017-12-1,1
1258,1144,20,18,746,2017-2-28,0
1259,647,21,12,1168,2017-1-25,0
1260,278,6,9,684,2017-2-17,0
1261,1146,23,2,1845,2017-11-28,0
1262,794,1,13,1116,2017-7-22,1
1263,578,7,5,839,2017-8-13,0
1264,1810,20,4,1506,2017-8-15,1
1265,851,6,15,507,2017-3-26,0
1266,473,16,18,1192,2017-11-13,1
1267,1365,12,20,882,2017-3-25,1
1268,1713,5,14,1567,2017-5-2,1
1269,611,22,4,619,2017-8-1,0
1270,1592,2,8,1032,2017-12-17,1
1271,1968,17,19,651,2017-5-28,1
1272,1410,1,10,476,2017-6-13,0
1273,398,3,3,1572,2017-7-20,0
1274,1178,7,9,1285,2017-5-28,0
1275,1474,12,20,330,2017-4-7,0
1276,1790,4,12,1857,2017-4-17,0
1277,109,17,1,126,2017-6-3,1
1278,1587,2,19,1701,2017-9-26,1
1279,1072,4,15,1869,2017-2-5,0
1280,250,4,18,1640,2017-7-3,1
1281,1965,2,6,833,2017-12-1,0
1282,492,23,8,1190,2017-4-15,0
1283,132,20,20,1675,2017-11-21,1
1284,797,14,12,1986,2017-1-3,0
1285,211,15,9,1974,2017-7-23,1
1286,1042,19,7,1565,2017-11-14,1
1287,843,23,17,696,2017-12-21,1
1288,838,8,3,455,2017-11-3,0
1289,842,21,3,533,2017-7-11,0
1290,13,4,6,1648,2017-4-22,1
1291,1706,18,11,1565,2017-9-28,0
1292,1176,8,15,1278,2017-3-19,1
1293,1378,21,10,1998,2017-7-22,0
1294,970,20,2,383,2017-5-10,1
1295,236,3,20,1003,2017-7-18,1
1296,1611,22,17,662,2017-12-13,1
1297,1046,17,13,1962,2017-2-4,1
1298,1260,8,13,1932,2017-5-6,1
1299,686,19,13,1053,2017-8-14,0
1300,513,23,11,1859,2017-10-12,0
1301,282,16,17,1381,2017-12-10,1
1302,1029,8,1,1993,2017-4-2,0
1303,1774,5,13,1062,2017-2-12,1
1304,1171,15,15,126,2017-4-13,1
1305,216,23,13,1913,2017-6-18,1
1306,1815,5,6,1945,2017-6-26,0
1307,110,2,6,1750,2017-4-2,1
1308,356,22,11,1553,2017-8-28,1
1309,308,7,8,794,2017-11-21,1
1310,506,11,16,1978,2017-10-27,0
1311,510,19,3,854,2017-9-20,0
1312,580,17,19,1550,2017-5-4,1
1313,431,16,7,764,2017-5-5,1
1314,1073,5,12,1491,2017-3-28,1
1315,466,16,5,173,2017-4-19,1
1316,1009,3,2,1591,2017-7-21,1
1317,1291,4,8,1090,2017-1-2,1
1318,198,4,13,815,2017-1-1,0
1319,1503,8,17,126,2017-5-20,1
1320,976,23,11,1200,2017-8-8,1
1321,751,4,4,1183,2017-2-27,0
1322,497,9,6,740,2017-9-18,1
1323,1731,11,7,1578,2017-8-2,0
1324,251,2,16,1981,2017-10-8,0
1325,173,18,5,1325,2017-10-16,0
1326,946,20,12,888,2017-9-16,0
1327,1139,11,1,260,2017-6-20,0
1328,256,11,9,1800,2017-5-21,1
1329,1740,16,11,1396,2017-2-18,0
1330,442,9,12,1918,2017-4-7,0
1331,1754,3,5,1498,2017-4-21,0
1332,184,10,9,500,2017-4-1,1
1333,319,22,19,1244,2017-4-20,1
1334,228,9,5,132,2017-12-16,0
1335,1848,18,11,448,2017-8-8,1
1336,1623,16,9,1678,2017-12-3,0
1337,1845,13,5,285,2017-7-20,1
1338,1407,11,9,1829,2017-2-26,1
1339,1579,2,15,1192,2017-2-5,1
1340,1736,7,19,1102,2017-2-11,0
1341,216,19,13,577,2017-3-14,0
1342,1518,2,17,1126,2017-8-21,0
1343,1251,7,14,1862,2017-10-13,0
1344,1645,2,13,1114,2017-9-28,0
1345,1213,7,6,1780,2017-5-16,0
1346,170,18,18,396,2017-10-2,0
1347,570,12,11,1477,2017-6-27,1
1348,1281,10,5,1135,2017-6-8,1
1349,838,9,11,1027,2017-10-28,1
1350,1235,15,11,549,2017-2-22,1
1351,1591,11,9,190,2017-5-27,0
1352,1464,5,15,1538,2017-6-16,1
1353,997,17,14,302,2017-2-12,1
1354,338,15,7,1567,2017-5-5,1
1355,31,12,6,1304,2017-10-3,0
1356,1301,5,13,268,2017-10-4,0
1357,256,2,16,1867,2017-3-24,0
1358,298,1,6,1633,2017-11-24,1
1359,1745,10,15,518,2017-1-23,1
1360,316,4,16,1682,2017-3-4,0
1361,336,22,1,897,2017-6-28,1
1362,931,4,5,1064,2017-2-17,1
1363,337,13,11,1980,2017-7-22,1
1364,786,23,1,240,2017-2-27,1
1365,1417,5,11,1865,2017-4-14,1
1366,1283,10,5,1575,2017-3-7,0
1367,1119,22,10,679,2017-2-22,0
1368,1888,6,6,197,2017-8-2,0
1369,847,23,6,770,2017-7-6,0
1370,503,1,1,1411,2017-7-12,1
1371,1619,9,16,402,2017-9-24,1
1372,528,5,19,1960,2017-4-10,1
1373,1415,6,3,861,2017-11-2,1
1374,1409,3,10,1689,2017-9-6,0
1375,432,6,15,1797,2017-3-10,0
1376,783,5,18,1654,2017-5-11,1
